ID,DemAffl,Dem Age,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,Target Amt
0030379474,5,78,25,C,M,Midlands,Wales & West,Silver,1250,6,0,0
0030379962,10,48,52,F,F,North,N West,Silver,1900,5,1,1
0030380596,8,64,19,C,F,Midlands,Midlands,Tin,0.01,6,0,0
0030380928,4,50,,,,Midlands,Wales & West,Silver,420,9,0,0
0030382920,10,79,28,D,,Midlands,Wales & West,Tin,0.01,9,0,0
0030384419,14,72,17,C,,South East,S & S East,Platinum,22103.82,8,0,0
0030384737,10,,04,A,F,South East,S & S East,Gold,6000,2,0,0
0030384850,8,33,38,E,,South East,London,Silver,480,9,0,0
0030386713,11,64,52,F,M,Midlands,Midlands,Silver,1000,5,0,0
0030388163,11,,35,D,M,North,Yorkshire,Silver,3000,8,0,0
0030388805,9,73,32,D,M,Midlands,Midlands,Silver,500,9,0,0
0030390656,7,74,23,C,M,Midlands,East,Gold,10000,4,0,0
0030391393,11,77,17,C,F,Midlands,East,Gold,7553.35,6,0,0
0030391725,9,55,04,A,,South East,London,Gold,12000,8,0,0
0030392306,8,48,24,C,F,Midlands,Midlands,Silver,2804.53,9,0,0
0030393787,6,33,47,F,F,Midlands,Midlands,Silver,4000.01,4,0,0
0030394163,6,46,34,D,F,,,Silver,100,11,0,0
0030397618,7,43,09,B,U,South East,London,Tin,0.01,4,0,0
0030399750,12,65,20,C,F,South East,London,Gold,6000,3,1,1
0030399882,7,65,18,C,M,North,Yorkshire,Silver,2000,9,0,0
0030400074,4,65,27,D,F,South East,London,Silver,3000,6,0,0
0030400791,10,63,06,B,U,South East,S & S East,Platinum,20003.55,3,0,0
0030403235,7,58,49,F,F,North,Yorkshire,Tin,0.01,8,0,0
0030405807,10,54,17,C,F,Midlands,Wales & West,Tin,0.01,9,1,1
0030406358,10,65,16,C,U,North,N West,Silver,3000,2,0,0
0030409063,7,47,10,B,M,Midlands,East,Tin,0.01,8,0,0
0030409144,8,42,05,B,M,South East,London,Silver,600,10,0,0
0030410126,9,46,52,F,F,Midlands,Midlands,Silver,1500,2,1,1
0030411793,6,44,45,E,M,Midlands,East,Tin,0.01,8,0,0
0030412218,10,39,21,C,F,South East,London,Silver,3000,5,1,1
0030413842,6,48,04,A,M,South East,London,Gold,12106.7,7,0,0
0030415926,7,73,12,B,M,North,N West,Gold,6000,2,1,1
0030416868,6,48,52,F,M,North,N East,Gold,6000,1,0,0
0030417732,11,47,26,C,F,South East,London,Tin,0.01,8,0,0
0030420555,6,53,20,C,F,South East,London,Tin,0.01,11,0,0
0030421853,14,74,04,A,M,South East,S & S East,Gold,8000,13,0,0
0030423252,,34,,,F,Midlands,East,Tin,0.01,7,0,0
0030424437,7,43,47,F,F,Scottish,C Scotland,Tin,0.01,5,1,1
0030425727,3,51,37,E,F,South East,London,Silver,2949.51,7,0,0
0030426219,8,35,27,D,F,South East,London,Tin,0.01,8,1,1
0030426774,7,74,14,B,M,Midlands,Midlands,Gold,12000,3,1,1
0030428580,6,46,08,B,F,Midlands,Midlands,Silver,0.02,9,0,0
0030431069,5,56,05,B,,Midlands,Midlands,Gold,6000,,0,0
0030431832,8,62,27,D,F,,,Silver,1000,9,0,0
0030432693,5,60,12,B,M,South East,S & S East,Tin,0.01,5,0,0
0030433053,13,60,37,E,,South East,London,Tin,0.01,8,0,0
0030434823,6,,32,D,F,North,N West,Gold,9053.35,8,0,0
0030435692,12,52,16,C,F,South East,London,Tin,0.01,5,0,0
0030436842,8,41,25,C,,Midlands,Midlands,Silver,490.01,5,0,0
0030437784,,72,19,C,M,Scottish,C Scotland,Silver,4500,26,0,0
0030438446,9,49,24,C,M,North,Yorkshire,Gold,9600,3,0,0
0030440009,9,35,27,D,F,South East,London,Tin,0.01,5,0,0
0030443172,10,,06,B,U,South East,S & S East,Silver,300,8,0,0
0030443334,5,48,27,D,F,South East,London,Tin,0.01,7,0,0
0030445078,9,56,25,C,F,North,N East,Silver,1697.03,3,0,0
0030445647,10,55,09,B,F,Midlands,Midlands,Silver,1000,31,1,1
0030449952,8,32,48,F,F,South East,S & S East,Silver,50.01,10,1,1
0030450101,10,36,17,C,F,South East,London,Gold,5500,1,1,1
0030450810,8,36,38,E,M,Midlands,Midlands,Silver,600,1,0,0
0030452767,8,77,01,A,F,South East,London,Platinum,33934.25,12,1,1
0030453216,10,62,06,B,M,Midlands,Wales & West,Tin,0.01,4,1,1
0030454522,8,55,04,A,F,Midlands,East,Silver,3000,8,0,0
0030455472,12,45,23,C,F,Midlands,Wales & West,Silver,1229.23,5,0,0
0030457912,15,68,49,F,U,Midlands,Wales & West,Gold,12105.32,8,0,0
0030459958,10,43,27,D,F,North,Yorkshire,Platinum,29055.32,8,1,1
0030460123,7,42,34,D,F,North,N West,Tin,0.01,8,0,0
0030460506,7,33,32,D,U,North,N West,Silver,1000,2,0,0
0030461898,13,,32,D,F,North,N West,Silver,1500,12,0,0
0030463335,11,35,,,F,Midlands,Ulster,Silver,1000,1,1,1
0030467691,6,39,25,C,F,Midlands,Midlands,Tin,0.01,4,0,0
0030468574,11,37,25,C,F,North,N East,Silver,3000,11,1,1
0030470994,4,34,15,B,,Scottish,Border,Tin,0.01,6,0,0
0030471249,5,78,14,B,M,North,N West,Gold,6000,31,0,0
0030471419,12,44,19,C,U,Midlands,Midlands,Tin,0.01,5,0,0
0030479711,6,60,38,E,M,South East,S & S East,Silver,1000,8,0,0
0030481406,6,72,35,D,F,North,N West,Tin,0.01,5,0,0
0030481740,10,48,26,C,F,South East,London,Tin,0.01,7,0,0
0030483093,9,,33,D,F,Midlands,Midlands,Silver,3000,5,0,0
0030484006,5,75,23,C,F,Scottish,Border,Gold,6000,2,0,0
0030488699,7,75,16,C,U,Midlands,Midlands,Gold,12000,6,0,0
0030489539,11,,05,B,F,South East,S & S East,Gold,6105.32,10,1,1
0030489768,4,57,35,D,,North,N East,Silver,3000,3,0,0
0030490170,12,58,04,A,F,South East,London,Gold,6107.64,,0,0
0030490588,11,44,52,F,U,North,Yorkshire,Silver,50,7,0,0
0030490898,,50,14,B,M,Midlands,Midlands,Tin,0.01,8,0,0
0030491355,19,54,53,F,F,Midlands,Midlands,Gold,6053.35,5,0,0
0030492181,5,61,10,B,M,Scottish,C Scotland,Silver,600,5,0,0
0030496489,11,47,31,D,M,North,N East,Tin,0.01,6,0,0
0030497361,10,64,44,E,F,South East,S & S East,Gold,6000,1,1,1
0030497930,10,52,,,,Midlands,Ulster,Tin,0.01,7,0,0
0030499143,7,30,19,C,F,Midlands,Midlands,Silver,1620,5,1,1
0030500109,7,37,19,C,,South East,S & S East,Gold,12000,8,1,1
0030501067,6,56,23,C,M,Midlands,Wales & West,Tin,0.01,16,0,0
0030501598,4,45,42,E,U,North,N East,Silver,600.01,4,0,0
0030502101,7,60,08,B,F,North,Yorkshire,Silver,600,1,0,0
0030502616,7,,,,F,South East,S & S East,Silver,3620,10,1,1
0030502918,8,39,35,D,,South East,London,Tin,0.01,5,0,0
0030503620,,49,33,D,F,Midlands,Midlands,Gold,9600,8,1,1
0030504694,9,,55,U,F,Midlands,Midlands,Silver,480,10,0,0
0030505011,10,37,14,B,,Midlands,East,Tin,0.01,4,1,1
0030505453,2,73,19,C,F,Midlands,Wales & West,Gold,6000,1,0,0
0030506069,,61,27,D,M,South East,S & S East,Gold,6053.35,,0,0
0030506360,7,71,14,B,F,Midlands,Midlands,Silver,3500,6,1,1
0030506859,3,79,10,B,F,South East,London,Gold,6053.34,5,0,0
0030507480,,59,10,B,F,Midlands,Midlands,Silver,3000,8,0,0
0030507766,9,41,41,E,F,South East,London,Tin,0.01,8,1,1
0030508207,4,33,27,D,U,South East,London,Silver,1500,4,0,0
0030508835,10,60,34,D,U,,,Tin,0.01,9,0,0
0030508932,6,51,,,F,South East,S & S East,Silver,420,4,0,0
0030509734,5,50,49,F,F,Midlands,Wales & West,Silver,420,8,0,0
0030510686,6,46,12,B,U,North,N East,Silver,50.01,10,0,0
0030513596,13,56,04,A,M,Midlands,Midlands,Gold,6000,1,0,0
0030514509,,,12,B,M,South East,London,Tin,0.01,6,0,0
0030515467,8,,27,D,M,South West,S West,Silver,2000,10,0,0
0030515661,10,48,53,F,F,Midlands,Midlands,Tin,0.01,8,1,1
0030516102,8,42,19,C,M,North,Yorkshire,Tin,0.01,5,1,1
0030516722,4,40,47,F,F,Midlands,Midlands,Tin,0.01,8,0,0
0030517524,10,55,28,D,F,Midlands,Midlands,Gold,9000,13,0,0
0030519691,7,26,53,F,F,South East,London,Tin,0.01,4,1,1
0030523214,4,61,15,B,F,South East,S & S East,Silver,2400,16,0,0
0030524482,6,61,25,C,M,North,Yorkshire,Gold,6107.64,7,0,0
0030524946,9,56,32,D,M,Midlands,Midlands,Silver,2800,8,0,0
0030525756,12,55,44,E,F,North,Yorkshire,Platinum,20015.72,3,1,1
0030528151,10,53,27,D,U,South East,S & S East,Tin,0.01,8,0,0
0030528321,13,66,10,B,M,South East,London,Gold,6000,9,0,0
0030529247,12,42,29,D,F,South East,London,Tin,0.01,8,0,0
0030532671,,62,19,C,F,North,N West,Gold,8400,9,0,0
0030533864,4,61,17,C,M,North,N West,Gold,5000.01,8,0,0
0030535085,10,66,10,B,F,South East,London,Gold,6000,12,0,0
0030535557,,54,38,E,F,South East,London,Tin,0.01,9,0,0
0030535778,9,36,38,E,F,Midlands,Midlands,Silver,1420.01,8,1,1
0030536898,11,47,53,F,F,Midlands,Wales & West,Silver,3000,5,0,0
0030538335,9,72,33,D,M,Midlands,Midlands,Silver,5000,6,0,0
0030538807,7,49,08,B,,South East,London,Silver,3000,13,0,0
0030539161,8,53,22,C,F,North,N East,Tin,0.01,7,0,0
0030540135,8,49,33,D,M,Midlands,East,Gold,12000,2,0,0
0030541263,12,60,44,E,M,Midlands,Wales & West,Tin,0.01,5,0,0
0030543142,8,43,52,F,U,South East,London,Gold,12000,2,0,0
0030544807,13,77,14,B,M,North,N West,Silver,180,12,0,0
0030546931,13,33,49,F,F,Midlands,East,Silver,1575,5,1,1
0030547202,7,63,16,C,F,South East,London,Gold,12000,8,0,0
0030548748,7,32,21,C,F,South East,London,Platinum,41000,5,0,0
0030549035,10,75,51,F,F,Midlands,Midlands,Silver,3000,9,0,0
0030549051,,74,11,B,F,Midlands,East,Gold,7500,5,0,0
0030550173,8,33,34,D,M,South East,S & S East,Tin,0.01,4,0,0
0030553679,11,77,43,E,M,Scottish,Border,Gold,13500,13,0,0
0030554071,5,29,25,C,F,South East,London,Tin,0.01,8,1,1
0030558360,7,74,14,B,M,Midlands,Midlands,Gold,14119,9,0,0
0030559995,9,,02,A,U,Midlands,Midlands,Silver,3000,3,0,0
0030561728,9,,52,F,M,Midlands,Midlands,Silver,5000,4,0,0
0030565928,24,53,30,D,F,South East,S & S East,Gold,9500,10,1,2
0030566797,2,73,14,B,F,,,Gold,9000,11,0,0
0030569737,9,,50,F,F,Midlands,Midlands,Tin,0.01,4,0,0
0030570034,11,49,44,E,F,South East,S & S East,Tin,0.01,4,0,0
0030570557,4,64,14,B,F,Midlands,Midlands,Gold,6000,2,0,0
0030571820,5,73,51,F,F,North,Yorkshire,Silver,500,9,0,0
0030573335,11,73,37,E,F,North,Yorkshire,Silver,4419.56,25,1,1
0030573645,9,34,23,C,M,Scottish,N Scot,Silver,2000,5,0,0
0030574994,8,37,34,D,M,South East,London,Tin,0.01,5,1,1
0030577632,,79,42,E,M,Midlands,Wales & West,Silver,1000,7,0,0
0030577721,8,43,49,F,F,Scottish,N Scot,Tin,0.01,4,0,0
0030579120,5,48,32,D,M,Scottish,Border,Silver,1000,5,0,0
0030580102,21,36,23,C,F,South West,S West,Gold,20000,1,1,3
0030580528,4,59,19,C,F,Midlands,Wales & West,Gold,9000,5,0,0
0030580811,9,53,10,B,F,South East,London,Silver,2500,15,0,0
0030582032,15,71,53,F,F,Midlands,East,Silver,4000,12,1,1
0030583438,4,35,38,E,F,Midlands,Midlands,Tin,0.01,5,0,0
0030584140,,66,44,E,F,South East,S & S East,Tin,0.01,9,0,0
0030584639,7,41,,,F,South East,S & S East,Gold,6000,4,1,1
0030585880,8,60,38,E,M,South East,London,Silver,3000,1,0,0
0030587123,14,69,14,B,U,Midlands,Midlands,Gold,15000,17,0,0
0030587654,9,59,,,F,Midlands,Midlands,Tin,0.01,9,0,0
0030588480,6,62,37,E,F,North,N West,Tin,0.01,5,1,1
0030591929,4,49,51,F,,Midlands,Wales & West,Platinum,20698.7,3,0,0
0030592127,8,,50,F,,South East,London,Tin,0.01,7,0,0
0030600944,9,72,15,B,F,North,N East,Silver,3000,14,0,0
0030601347,7,71,28,D,M,South East,London,Gold,12000,8,0,0
0030601835,15,53,,,F,Midlands,Ulster,Gold,6000,4,0,0
0030602386,,36,29,D,F,South East,London,Tin,0.01,7,0,0
0030603927,,52,19,C,M,South East,S & S East,Silver,600,2,1,1
0030610907,8,60,44,E,F,South East,London,Silver,420,7,0,0
0030611083,7,70,28,D,F,South East,S & S East,Gold,6000,1,0,0
0030612217,7,63,20,C,M,North,Yorkshire,Gold,6000,4,0,0
0030613000,10,42,18,C,,Midlands,Wales & West,Gold,7500,4,0,0
0030613825,14,47,05,B,M,South East,S & S East,Gold,12000,7,0,0
0030614333,5,68,22,C,,Midlands,Midlands,Silver,1800,9,0,0
0030614961,14,54,47,F,F,North,N West,Silver,100,10,0,0
0030615097,3,59,10,B,M,South East,London,Silver,1000,5,1,1
0030615909,9,61,28,D,M,South East,London,Platinum,20639.17,3,0,0
0030617219,8,62,12,B,M,South East,London,Gold,12000,3,0,0
0030617243,15,33,45,E,F,Midlands,Wales & West,Silver,360,9,1,1
0030617847,9,60,28,D,F,Midlands,Wales & West,Tin,0.01,5,0,0
0030618207,,78,13,B,F,South East,S & S East,Silver,4000,8,0,0
0030619874,,33,51,F,F,South East,London,Tin,0.01,7,1,1
0030620430,13,31,35,D,M,Scottish,C Scotland,Gold,6000,3,1,2
0030621178,10,52,13,B,F,North,N West,Gold,6053.35,5,0,0
0030621429,8,67,08,B,U,South East,London,Tin,0.01,9,0,0
0030622530,10,46,41,E,F,South East,S & S East,Silver,1000,12,0,0
0030625041,5,52,37,E,U,Midlands,Midlands,Gold,10989.57,8,0,0
0030625386,6,40,10,B,F,South East,London,Silver,1200.01,5,0,0
0030625629,14,34,40,E,F,South East,London,Silver,1000,6,1,1
0030626072,6,46,51,F,,Midlands,Wales & West,Tin,0.01,5,0,0
0030626110,6,,43,E,F,Midlands,Wales & West,Tin,0.01,8,0,0
0030627834,6,36,47,F,M,Midlands,East,Tin,0.01,5,0,0
0030628431,8,53,41,E,F,South East,S & S East,Gold,6000,7,0,0
0030631424,7,67,04,A,F,South East,London,Tin,0.01,7,0,0
0030632714,13,36,14,B,M,South East,London,Silver,800,9,1,1
0030633303,8,45,21,C,M,South East,London,Tin,0.01,6,0,0
0030634202,6,65,19,C,M,Midlands,Midlands,Platinum,31065,8,0,0
0030634636,5,37,22,C,U,South East,London,Silver,1220,5,0,0
0030634970,10,56,08,B,F,Midlands,East,Silver,5000,6,0,0
0030636140,8,50,53,F,M,North,Yorkshire,Gold,6000,10,0,0
0030638550,7,63,27,D,M,South East,London,Silver,1000,5,0,0
0030638585,6,52,10,B,,North,N West,Silver,2400,2,0,0
0030638941,8,72,25,C,F,Midlands,East,Silver,200,30,0,0
0030639409,5,70,09,B,F,South East,London,Silver,2000,28,0,0
0030640180,7,74,37,E,M,North,N West,Silver,3000,21,0,0
0030640822,2,61,06,B,F,South East,S & S East,Silver,0.02,,0,0
0030640938,8,63,15,B,M,South West,S West,Silver,3000,6,0,0
0030641292,10,37,51,F,F,North,N West,Tin,0.01,5,1,1
0030641942,,64,08,B,F,South East,London,Gold,10103.01,9,0,0
0030643066,4,35,17,C,M,Scottish,C Scotland,Silver,2000,6,0,0
0030646170,7,41,52,F,F,Midlands,Midlands,Gold,6000,1,0,0
0030647282,6,75,12,B,F,South East,London,Gold,6105.32,16,0,0
0030647983,,51,37,E,F,Midlands,East,Silver,1000,5,0,0
0030649161,14,67,12,B,F,North,N East,Silver,3000,8,1,1
0030651808,14,45,18,C,F,South East,S & S East,Silver,50.01,8,0,0
0030653150,10,42,53,F,M,North,N West,Silver,300,9,0,0
0030653959,15,40,50,F,F,Midlands,Wales & West,Silver,1000,4,0,0
0030653983,3,30,19,C,F,Midlands,Wales & West,Gold,12300,9,1,1
0030654629,8,41,47,F,U,Scottish,C Scotland,Tin,0.01,4,0,0
0030656001,9,48,22,C,F,South East,London,Silver,700,1,0,0
0030656249,8,73,14,B,U,South East,S & S East,Gold,7400,8,0,0
0030657911,8,62,38,E,M,South East,S & S East,Silver,1000,9,0,0
0030658861,6,50,23,C,F,Midlands,East,Gold,6035.35,5,0,0
0030660378,6,63,34,D,F,Midlands,Midlands,Gold,6000,1,0,0
0030662788,8,65,28,D,F,Midlands,Midlands,Silver,500,16,0,0
0030666104,12,77,18,C,F,North,N West,Gold,6168.13,10,1,1
0030668484,18,56,30,D,F,South East,S & S East,Gold,14100,,1,2
0030668727,9,46,32,D,F,Midlands,East,Silver,2500,1,0,0
0030669065,9,66,50,F,F,Midlands,East,Gold,12869.97,11,0,0
0030671302,19,31,52,F,F,South East,London,Tin,0.01,5,1,2
0030671515,7,61,53,F,,South East,London,Platinum,21700,4,0,0
0030671973,8,44,35,D,M,Scottish,Border,Tin,0.01,4,0,0
0030673089,12,59,22,C,F,Scottish,N Scot,Tin,0.01,5,1,1
0030675111,7,49,12,B,,Midlands,Midlands,Tin,0.01,4,0,0
0030678633,10,39,24,C,F,South East,London,Tin,0.01,6,1,1
0030680530,14,75,27,D,,Midlands,Midlands,Gold,6053.35,10,1,1
0030681634,7,,51,F,F,North,Yorkshire,Silver,1000,4,1,1
0030684137,5,58,27,D,F,Midlands,East,Gold,9000,4,0,0
0030684684,13,30,43,E,F,South East,S & S East,Silver,2400,9,1,1
0030685087,5,46,16,C,M,Midlands,East,Gold,9100,4,0,0
0030685729,9,36,18,C,F,North,N East,Tin,0.01,10,1,1
0030687136,5,56,14,B,F,Midlands,Midlands,Gold,6053.35,5,0,0
0030690404,10,39,14,B,F,South East,London,Tin,0.01,5,1,1
0030691354,10,76,08,B,F,Scottish,C Scotland,Gold,12000,8,0,0
0030692709,9,41,12,B,F,South East,London,Gold,12000,6,0,0
0030693012,10,60,01,A,U,South East,London,Silver,2000,1,0,0
0030693462,4,,34,D,F,Midlands,East,Tin,0.01,7,0,0
0030694353,3,37,19,C,F,Scottish,N Scot,Tin,0.01,5,1,1
0030695538,12,63,04,A,F,South East,London,Gold,10000,4,1,1
0030696658,8,67,27,D,,Midlands,East,Gold,6000,4,0,0
0030705150,5,55,02,A,M,North,N East,Silver,500,9,0,0
0030705401,10,36,22,C,F,,,Silver,5000,2,1,1
0030705622,8,54,49,F,F,North,Yorkshire,Gold,9000,8,0,0
0030705924,6,35,25,C,F,South East,London,Silver,1000,5,0,0
0030709636,4,68,20,C,M,North,N West,Silver,2000,8,0,0
0030709954,7,35,53,F,U,Midlands,Wales & West,Tin,0.01,8,0,0
0030713439,8,34,42,E,F,South East,London,Silver,500,8,0,0
0030714338,5,36,17,C,F,Scottish,C Scotland,Tin,0.01,5,0,0
0030715911,8,53,32,D,U,Midlands,Midlands,Silver,1480,10,0,0
0030718724,8,50,52,F,,Scottish,C Scotland,Tin,0.01,7,0,0
0030720435,8,50,02,A,M,South East,London,Gold,6105.32,7,0,0
0030721334,5,33,34,D,F,Midlands,Midlands,Tin,0.01,5,0,0
0030721946,6,34,34,D,F,South East,London,Tin,0.01,5,1,1
0030722551,5,50,32,D,F,South East,London,Silver,0.02,7,0,0
0030723620,9,51,52,F,F,North,N West,Tin,0.01,4,0,0
0030725194,13,38,44,E,F,Midlands,Midlands,Tin,0.01,10,1,1
0030728185,15,73,08,B,F,South East,S & S East,Silver,2000,6,0,0
0030728487,10,46,12,B,M,Scottish,N Scot,Tin,0.01,5,0,0
0030729661,13,39,37,E,M,South East,S & S East,Silver,1600,4,1,1
0030730112,5,57,38,E,,Scottish,C Scotland,Gold,6107.64,6,0,0
0030730775,11,44,01,A,U,Midlands,East,Gold,6000,17,0,0
0030732611,8,69,08,B,M,South East,London,Gold,19105.32,7,0,0
0030737915,21,41,51,F,F,South East,London,Tin,0.01,4,1,2
0030738598,6,,,,F,North,N West,Tin,0.01,7,1,1
0030744016,8,47,27,D,F,North,N West,Gold,6000.01,7,1,1
0030744377,6,47,22,C,F,South East,S & S East,Gold,12106.69,7,0,0
0030745489,5,,14,B,U,Midlands,Midlands,Gold,6000.01,8,0,0
0030747759,12,,47,F,F,North,N East,Tin,0.01,5,0,0
0030752191,5,50,24,C,U,Midlands,Midlands,Tin,0.01,5,0,0
0030759552,7,66,16,C,M,South East,London,Gold,12000,5,0,0
0030759692,15,60,27,D,F,,,Silver,2000,2,0,0
0030761131,9,38,35,D,U,Midlands,Wales & West,Tin,0.01,10,0,0
0030761670,2,74,12,B,F,South East,S & S East,Silver,1271.22,18,0,0
0030762340,15,76,05,B,F,Midlands,Midlands,Gold,6053.35,6,0,0
0030763169,6,,04,A,F,North,N West,Gold,12000,14,0,0
0030763339,12,,53,F,F,Midlands,Midlands,Silver,2000,4,1,1
0030763584,6,61,19,C,,Midlands,East,Silver,4000,4,0,0
0030764300,7,43,31,D,M,Scottish,C Scotland,Gold,8088.46,7,1,1
0030764742,5,51,38,E,M,South East,London,Silver,550,9,0,0
0030767202,6,60,08,B,M,South East,London,Gold,10000,4,0,0
0030767539,,48,22,C,F,North,Yorkshire,Tin,0.01,5,0,0
0030769159,8,48,04,A,M,South East,London,Silver,3000,2,0,0
0030769698,9,79,06,B,F,North,Yorkshire,Gold,10220.18,7,0,0
0030775396,11,54,19,C,U,South West,S West,Gold,11000,4,0,0
0030776058,,62,05,B,F,Midlands,East,Gold,5500,6,0,0
0030777208,5,71,34,D,F,North,N West,Silver,3691.85,11,0,0
0030779685,12,41,32,D,F,Midlands,Wales & West,Tin,0.01,8,1,2
0030782945,14,,,,F,South East,London,Tin,0.01,7,0,0
0030783216,8,36,29,D,F,South East,London,Tin,0.01,8,1,1
0030783623,12,57,44,E,M,North,Yorkshire,Gold,12000,5,0,0
0030783771,8,34,29,D,F,South East,London,Tin,0.01,4,1,1
0030784867,8,67,32,D,F,Midlands,Midlands,Tin,0.01,5,0,0
0030785162,12,59,13,B,F,North,N West,Tin,0.01,9,1,1
0030785952,5,71,52,F,F,Midlands,Wales & West,Gold,12000,1,0,0
0030786142,3,74,52,F,,Scottish,Border,Silver,2500,3,0,0
0030791014,11,54,07,B,,South East,London,Tin,0.01,8,1,2
0030791405,10,55,20,C,,South East,London,Tin,0.01,16,1,2
0030792266,5,49,52,F,F,Scottish,C Scotland,Silver,5000,1,0,0
0030795427,11,56,31,D,F,,,Gold,12000,1,1,1
0030796741,10,61,06,B,,South West,S West,Silver,920.22,21,0,0
0030798132,6,71,08,B,F,South East,S & S East,Silver,2500,12,0,0
0030798736,4,35,12,B,F,North,N West,Gold,6000,1,0,0
0030799147,11,63,12,B,F,North,N West,Gold,10750,10,0,0
0030799953,9,72,13,B,U,Midlands,Midlands,Gold,6000,4,0,0
0030801176,5,51,49,F,F,North,Yorkshire,Tin,0.01,8,0,0
0030801982,20,38,37,E,F,Midlands,Midlands,Gold,7500,1,1,1
0030802490,12,43,52,F,F,Midlands,East,Tin,0.01,4,1,1
0030802784,6,38,24,C,F,South East,London,Tin,0.01,8,1,1
0030805716,,68,27,D,M,North,N West,Tin,0.01,5,0,0
0030806224,13,59,48,F,F,South East,London,Silver,3000,3,1,1
0030808324,11,55,28,D,,South West,S West,Tin,0.01,5,0,0
0030808561,8,48,53,F,F,Midlands,Wales & West,Silver,1620,1,0,0
0030809398,17,50,06,B,M,South East,S & S East,Silver,2000,5,1,2
0030809630,8,,07,B,F,South East,S & S East,Silver,50.01,8,0,0
0030810159,11,43,35,D,F,South East,London,Tin,0.01,9,0,0
0030813808,13,55,47,F,M,Midlands,Midlands,Silver,600,5,0,0
0030814359,10,39,02,A,F,Midlands,Midlands,Silver,1000,5,1,1
0030814987,4,46,32,D,U,North,Yorkshire,Gold,12000,2,0,0
0030816548,7,39,24,C,,Midlands,Midlands,Tin,0.01,8,0,0
0030816912,7,63,24,C,F,Midlands,East,Gold,6000,2,0,0
0030816955,9,75,51,F,F,South East,London,Silver,1000,11,0,0
0030818141,5,42,33,D,F,Midlands,Wales & West,Tin,0.01,5,1,1
0030818818,12,53,33,D,M,Midlands,Midlands,Silver,25,11,0,0
0030820022,10,70,37,E,M,North,N West,Platinum,24741.46,5,0,0
0030820723,9,69,36,E,,South East,London,Gold,14000,14,0,0
0030820901,11,,49,F,F,Midlands,Wales & West,Gold,16000,2,1,1
0030821533,8,78,20,C,U,Midlands,Wales & West,Silver,3000,4,0,0
0030821819,14,59,02,A,F,Scottish,N Scot,Platinum,28113.08,13,0,0
0030823404,9,38,25,C,F,South East,London,Tin,0.01,5,0,0
0030825962,5,52,32,D,F,South East,London,Tin,0.01,5,0,0
0030827574,11,70,19,C,F,Midlands,Midlands,Tin,0.01,8,0,0
0030828279,,53,16,C,M,North,N East,Tin,0.01,4,0,0
0030831652,9,,49,F,F,South East,S & S East,Tin,0.01,9,0,0
0030832098,11,64,21,C,M,South East,London,Gold,12000,2,1,1
0030833515,5,64,30,D,M,South East,S & S East,Tin,0.01,5,0,0
0030834678,5,71,10,B,M,Midlands,East,Gold,10070.56,18,0,0
0030842425,,39,35,D,F,North,Yorkshire,Tin,0.01,5,1,1
0030842565,9,61,35,D,F,Midlands,East,Silver,3185.2,5,0,0
0030843650,7,33,52,F,F,Midlands,Wales & West,Tin,0.01,5,1,1
0030844177,5,71,28,D,,Midlands,Midlands,Silver,5000,7,0,0
0030844894,9,,05,B,M,South East,S & S East,Silver,600.01,8,0,0
0030846250,8,60,08,B,F,North,N West,Tin,0.01,12,0,0
0030849780,13,43,51,F,M,South East,London,Tin,0.01,5,1,1
0030852870,17,50,04,A,F,North,N West,Tin,0.01,8,1,2
0030854059,11,,12,B,,North,N East,Gold,6000,1,0,0
0030854881,8,77,26,C,M,South East,London,Silver,3000,5,0,0
0030855535,9,76,09,B,F,South East,London,Gold,6053.35,7,0,0
0030858054,7,46,30,D,F,South East,London,Tin,0.01,8,0,0
0030859441,9,70,34,D,F,,,Gold,9000,5,0,0
0030861144,8,49,34,D,,South East,London,Tin,0.01,8,0,0
0030863562,19,48,41,E,M,North,N West,Silver,4000,1,1,2
0030865174,11,48,22,C,,North,N West,Gold,12000,3,0,0
0030865697,9,,03,A,F,Midlands,East,Tin,0.01,5,0,0
0030867444,9,67,52,F,F,,,Tin,0.01,5,0,0
0030868459,13,38,52,F,F,Scottish,C Scotland,Tin,0.01,5,0,0
0030869021,15,39,24,C,F,South East,S & S East,Gold,12000,2,1,1
0030869617,13,60,35,D,F,Midlands,Midlands,Silver,3000,9,0,0
0030870526,8,61,,,F,South East,London,Silver,3000,14,1,1
0030875420,11,66,52,F,M,Midlands,Midlands,Gold,8000,1,0,0
0030875897,10,59,04,A,M,South East,London,Gold,6000.01,8,0,0
0030878756,7,46,50,F,M,Midlands,Midlands,Tin,0.01,9,0,0
0030879108,13,31,53,F,F,North,Yorkshire,Tin,0.01,5,1,1
0030879329,4,60,47,F,F,Midlands,Midlands,Tin,0.01,5,0,0
0030879507,9,76,47,F,F,South East,S & S East,Tin,0.01,8,0,0
0030880289,3,65,12,B,F,Scottish,N Scot,Gold,6000,17,0,0
0030880564,10,47,53,F,F,,,Tin,0.01,5,1,1
0030880920,9,62,33,D,U,South East,S & S East,Silver,3000,10,1,1
0030883687,6,,02,A,U,Midlands,Midlands,Gold,6350,11,0,0
