TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
R,0,1,24,30.00,27.00,2.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,0,0.00,3000.00,"Dept. Store,Mail",Lease,German,Chemical Industr,Without Vehicle,no credit cards,1,1
H,1,3,43,144.00,3.00,2.00,0.00,0.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,2000.00,"Radio, TV, Hifi",,German,"State,Steel Ind,",Car,no credit cards,1,1
H,0,2,37,120.00,120.00,1.00,0.00,0.00,1800.00,1.00,V,1.00,1.00,1,0,0.00,1200.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,0,30
R,1,3,29,30.00,168.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,6,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,0,1,23,288.00,15.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,6,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
R,2,4,33,84.00,18.00,2.00,0.00,1.00,1500.00,0.00,V,3.00,1.00,0,6,1.00,1400.00,"Furniture,Carpet",Lease,Greek,Others,Without Vehicle,no credit cards,1,1
H,2,4,30,3.00,12.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,2,8,1.00,7000.00,"Furniture,Carpet",Lease,Turkish,"Food,Building,Ca",Car,no credit cards,0,30
H,1,3,38,108.00,36.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,2,2,1.00,900.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards,0,30
H,0,1,35,108.00,27.00,2.00,0.00,1.00,3200.00,0.00,U,1.00,1.00,2,9,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,24,9.00,27.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,5,1.00,500.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,24,12.00,12.00,2.00,0.00,1.00,2800.00,0.00,V,3.00,1.00,0,2,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,2,51,72.00,240.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,3,1.00,2000.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,0,30
H,2,4,39,168.00,66.00,2.00,0.00,1.00,2500.00,0.00,V,1.00,1.00,1,0,0.00,1400.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
H,0,2,68,42.00,144.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,3,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,0,1,23,15.00,15.00,1.00,0.00,1.00,2000.00,0.00,U,1.00,1.00,1,8,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,50,999.00,999.00,2.00,0.00,0.00,2400.00,0.00,U,1.00,1.00,1,4,1.00,900.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards,0,30
H,0,1,39,360.00,144.00,2.00,0.00,1.00,5000.00,0.00,U,1.00,1.00,2,4,1.00,4000.00,"Dept. Store,Mail",Lease,German,Self-employed pe,Car,no credit cards,1,1
H,2,4,39,72.00,72.00,2.00,0.00,1.00,4000.00,0.00,V,1.00,1.00,1,2,1.00,600.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards,1,1
H,1,3,37,84.00,288.00,2.00,0.00,1.00,3000.00,0.00,V,3.00,1.00,0,4,1.00,5000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
R,0,1,62,72.00,21.00,2.00,0.00,1.00,1600.00,0.00,W,1.00,1.00,1,7,1.00,800.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards,0,30
H,1,3,49,240.00,288.00,2.00,0.00,1.00,5000.00,0.00,V,3.00,1.00,0,5,1.00,2000.00,"Radio, TV, Hifi",,German,Chemical Industr,Car,no credit cards,0,30
R,1,3,40,72.00,33.00,2.00,0.00,0.00,2000.00,0.00,V,1.00,1.00,0,4,1.00,4000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
H,0,1,33,84.00,84.00,2.00,0.00,0.00,2300.00,0.00,U,3.00,1.00,0,3,1.00,1400.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,0,30
R,2,3,31,30.00,9.00,2.00,0.00,1.00,2200.00,0.00,U,1.00,1.00,1,5,1.00,1700.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
R,0,1,27,9.00,30.00,2.00,0.00,0.00,2600.00,0.00,U,3.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",Lease,Other European,"Sea Vojage, Gast",Without Vehicle,no credit cards,1,1
H,0,1,25,3.00,39.00,1.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,2,1.00,1200.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
R,0,1,45,9.00,336.00,2.00,0.00,0.00,0.00,1.00,G,3.00,1.00,0,3,1.00,500.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,0,1,23,6.00,12.00,2.00,0.00,0.00,2800.00,0.00,U,3.00,1.00,0,5,1.00,5000.00,Cars,Lease,German,"Civil Service, M",Car,no credit cards,0,30
H,2,4,45,9.00,12.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,3,8,1.00,4000.00,Cars,Lease,German,Self-employed pe,Car,no credit cards,0,30
H,0,2,28,6.00,168.00,2.00,0.00,1.00,3000.00,0.00,V,1.00,1.00,1,8,1.00,1300.00,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,no credit cards,1,1
H,0,1,28,48.00,9.00,2.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,2,1.00,900.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,27,12.00,21.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,1,6,1.00,6000.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,2,4,26,36.00,39.00,2.00,0.00,0.00,3300.00,0.00,V,1.00,1.00,1,4,1.00,1500.00,"Dept. Store,Mail",,German,Others,Car,no credit cards,1,1
R,0,1,24,12.00,12.00,2.00,0.00,1.00,2200.00,0.00,U,1.00,1.00,2,3,1.00,2500.00,"Furniture,Carpet",Lease,Other European,Others,Car,no credit cards,0,30
H,2,4,38,54.00,21.00,2.00,0.00,1.00,4000.00,0.00,V,1.00,1.00,1,7,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,38,12.00,6.00,2.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,5,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,1,3,33,3.00,15.00,2.00,0.00,0.00,4000.00,0.00,V,1.00,1.00,1,4,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,27,336.00,12.00,2.00,0.00,0.00,0.00,1.00,U,1.00,1.00,1,2,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,0,2,26,24.00,33.00,2.00,0.00,1.00,3300.00,0.00,V,1.00,1.00,2,3,1.00,1200.00,"Dept. Store,Mail",Lease,Others,Others,Without Vehicle,no credit cards,0,30
H,0,2,57,168.00,21.00,2.00,0.00,0.00,1500.00,0.00,V,3.00,1.00,0,0,0.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,0,2,51,168.00,999.00,2.00,0.00,0.00,2800.00,0.00,V,3.00,1.00,0,4,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
R,2,4,26,72.00,6.00,2.00,0.00,0.00,1800.00,0.00,V,3.00,1.00,0,4,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,23,36.00,9.00,2.00,0.00,1.00,2300.00,0.00,U,1.00,1.00,1,4,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,2,30,288.00,48.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,3,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,0,1,25,18.00,30.00,2.00,0.00,1.00,2200.00,0.00,U,1.00,1.00,1,2,1.00,1700.00,Leisure,Lease,German,Military Service,Car,no credit cards,0,30
H,4,6,38,144.00,168.00,2.00,0.00,1.00,3400.00,0.00,V,1.00,1.00,2,3,1.00,4000.00,"Furniture,Carpet",,Turkish,Others,Car,no credit cards,1,1
H,0,2,27,15.00,30.00,2.00,0.00,0.00,2500.00,0.00,V,3.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,0,30
H,0,1,37,48.00,12.00,1.00,0.00,0.00,2200.00,0.00,U,1.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,1,3,31,18.00,9.00,2.00,0.00,0.00,3000.00,0.00,V,3.00,1.00,0,9,1.00,3000.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards,1,1
H,0,2,31,3.00,48.00,1.00,0.00,0.00,2600.00,0.00,V,1.00,1.00,1,5,1.00,2500.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,2,4,27,0.00,120.00,1.00,0.00,1.00,2200.00,0.00,V,3.00,1.00,0,2,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,2,4,42,21.00,6.00,2.00,0.00,1.00,2000.00,0.00,V,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards,0,30
H,0,1,30,24.00,108.00,2.00,0.00,1.00,2800.00,0.00,U,1.00,1.00,1,2,1.00,1900.00,"Furniture,Carpet",Lease,German,Military Service,Car,no credit cards,0,30
H,0,1,27,9.00,9.00,1.00,0.00,0.00,2500.00,0.00,U,1.00,1.00,0,0,0.00,3000.00,"Dept. Store,Mail",Lease,Other European,Others,Car,no credit cards,1,1
R,1,2,35,168.00,84.00,2.00,0.00,1.00,2300.00,0.00,W,1.00,1.00,1,8,1.00,2500.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
R,0,2,30,0.00,60.00,2.00,0.00,0.00,2300.00,0.00,V,3.00,1.00,0,3,1.00,1100.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
H,0,2,29,21.00,21.00,2.00,0.00,0.00,3500.00,0.00,V,3.00,1.00,0,7,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,3,26,9.00,9.00,2.00,0.00,0.00,2300.00,0.00,V,3.00,1.00,0,9,1.00,8000.00,Cars,Lease,Italian,"Food,Building,Ca",Car,no credit cards,1,1
H,1,3,26,30.00,15.00,2.00,0.00,1.00,2600.00,0.00,V,1.00,1.00,4,5,1.00,1000.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,1,3,25,21.00,3.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,2,7,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,Cheque card,1,1
H,0,2,56,36.00,24.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,8,1.00,500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,Cheque card,0,30
R,3,5,35,108.00,108.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,900.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,3,5,28,6.00,18.00,2.00,0.00,0.00,2100.00,0.00,V,1.00,1.00,3,4,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,27,9.00,6.00,2.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,9,1.00,600.00,Cars,Lease,Others,Others,Car,no credit cards,1,1
H,0,1,32,30.00,84.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,2,1.00,4000.00,"Radio, TV, Hifi",,German,Pensioner,Car,no credit cards,0,30
H,1,3,29,96.00,144.00,2.00,0.00,0.00,2200.00,0.00,V,3.00,1.00,0,4,1.00,3000.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards,1,1
H,0,1,23,3.00,66.00,2.00,0.00,1.00,2600.00,0.00,U,1.00,1.00,1,4,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,4,6,42,999.00,39.00,2.00,0.00,0.00,3100.00,0.00,V,1.00,1.00,1,4,1.00,15000.00,Cars,Owner,German,Others,Car,no credit cards,1,1
H,2,4,37,15.00,18.00,1.00,0.00,0.00,2500.00,0.00,V,3.00,1.00,0,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,4,36,9.00,72.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,6,1.00,1200.00,"Radio, TV, Hifi",Lease,Others,Others,Car,Cheque card,0,30
H,23,25,32,6.00,6.00,2.00,0.00,0.00,2700.00,0.00,V,3.00,1.00,0,5,1.00,1800.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
R,1,3,28,42.00,21.00,2.00,0.00,0.00,1000.00,0.00,V,1.00,1.00,4,3,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,0,30
H,0,1,27,12.00,12.00,1.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,4,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,2,24,54.00,30.00,2.00,0.00,0.00,1900.00,0.00,V,3.00,1.00,0,9,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,1,3,48,144.00,192.00,2.00,0.00,0.00,2400.00,0.00,V,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
H,3,5,36,36.00,108.00,2.00,0.00,0.00,3500.00,0.00,V,1.00,1.00,2,2,1.00,8000.00,Cars,Owner,German,Others,Car,no credit cards,1,1
H,1,3,26,84.00,120.00,2.00,0.00,1.00,2400.00,0.00,V,1.00,1.00,1,9,1.00,3000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
H,0,1,26,72.00,3.00,1.00,0.00,1.00,2000.00,0.00,U,1.00,1.00,2,4,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,1,2,34,96.00,60.00,2.00,0.00,1.00,2500.00,0.00,U,1.00,1.00,2,4,1.00,1500.00,"Radio, TV, Hifi",,German,"Civil Service, M",Without Vehicle,no credit cards,1,1
R,1,2,26,3.00,3.00,1.00,0.00,0.00,0.00,1.00,T,3.00,1.00,0,4,1.00,1300.00,"Furniture,Carpet",Lease,German,"Sea Vojage, Gast",Without Vehicle,Cheque card,1,1
H,1,2,26,9.00,54.00,2.00,0.00,1.00,2600.00,0.00,U,3.00,1.00,0,4,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
R,0,2,26,18.00,54.00,1.00,0.00,1.00,1600.00,0.00,V,1.00,1.00,1,2,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,23,24.00,27.00,2.00,0.00,0.00,2400.00,0.00,V,1.00,1.00,2,2,1.00,900.00,"Dept. Store,Mail",,Turkish,Others,Car,no credit cards,0,30
H,0,1,29,24.00,9.00,2.00,0.00,0.00,3300.00,0.00,U,1.00,1.00,1,2,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,0,2,58,168.00,54.00,2.00,0.00,1.00,1500.00,0.00,V,1.00,1.00,1,2,1.00,1500.00,"Furniture,Carpet",Lease,Turkish,"Food,Building,Ca",Without Vehicle,no credit cards,1,1
H,2,4,39,96.00,192.00,2.00,0.00,1.00,3400.00,0.00,V,1.00,1.00,1,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,1,26,312.00,3.00,2.00,0.00,1.00,2000.00,0.00,U,3.00,1.00,0,2,1.00,700.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
R,0,1,51,240.00,36.00,2.00,0.00,0.00,1000.00,0.00,G,3.00,1.00,0,6,1.00,900.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,2,4,48,54.00,21.00,2.00,0.00,0.00,3300.00,0.00,V,1.00,1.00,1,4,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,1,3,40,144.00,168.00,2.00,0.00,1.00,3100.00,0.00,V,1.00,1.00,2,4,1.00,500.00,"Radio, TV, Hifi",,German,"State,Steel Ind,",Car,no credit cards,0,30
H,2,4,30,42.00,168.00,2.00,0.00,1.00,4000.00,0.00,V,1.00,1.00,1,4,1.00,1600.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,1,3,25,30.00,6.00,2.00,0.00,0.00,3200.00,0.00,V,1.00,1.00,2,9,1.00,4000.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
R,0,1,69,999.00,144.00,2.00,0.00,0.00,0.00,1.00,W,1.00,1.00,1,2,1.00,1200.00,"Radio, TV, Hifi",Lease,German,Pensioner,Car,Cheque card,0,30
R,0,2,67,24.00,96.00,2.00,0.00,0.00,1500.00,0.00,V,1.00,1.00,1,2,1.00,1100.00,"Furniture,Carpet",Lease,German,Pensioner,Car,no credit cards,0,30
R,0,2,39,144.00,48.00,2.00,0.00,0.00,1800.00,0.00,V,1.00,1.00,1,6,1.00,1300.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,1,2,34,3.00,120.00,2.00,0.00,0.00,3300.00,1.00,U,3.00,1.00,0,0,0.00,1400.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,Cheque card,0,30
H,0,1,30,48.00,36.00,2.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,4,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,0,30
R,0,2,27,60.00,18.00,2.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,5,1.00,1900.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,2,4,35,999.00,66.00,2.00,0.00,0.00,2800.00,0.00,V,1.00,1.00,1,3,1.00,1800.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards,1,1
R,0,1,23,30.00,6.00,1.00,0.00,1.00,2000.00,0.00,U,1.00,1.00,1,6,1.00,2500.00,"Furniture,Carpet",Lease,German,"Sea Vojage, Gast",Car,no credit cards,0,30
H,1,3,50,264.00,66.00,2.00,0.00,0.00,5000.00,0.00,V,3.00,1.00,0,9,1.00,800.00,Leisure,Owner,German,Others,Car,no credit cards,0,30
H,5,7,38,144.00,144.00,2.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,7,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,1,3,27,3.00,33.00,2.00,0.00,0.00,2400.00,0.00,V,3.00,1.00,0,9,1.00,1700.00,Leisure,Lease,Others,Others,Car,no credit cards,0,30
H,1,3,37,96.00,30.00,2.00,0.00,1.00,4000.00,1.00,V,1.00,1.00,3,0,0.00,900.00,"Radio, TV, Hifi",Lease,Others,Others,Car,Cheque card,1,1
H,1,2,31,54.00,54.00,1.00,0.00,0.00,0.00,1.00,G,1.00,1.00,1,2,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,1,2,28,66.00,12.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,6,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
R,0,2,24,48.00,12.00,2.00,0.00,0.00,2700.00,0.00,V,3.00,1.00,0,2,1.00,2500.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,2,4,23,36.00,72.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,2,3,1.00,2000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,2,4,39,216.00,216.00,2.00,0.00,0.00,2700.00,0.00,V,3.00,1.00,0,5,1.00,800.00,"Radio, TV, Hifi",Owner,German,"Civil Service, M",Car,no credit cards,0,30
H,2,3,28,12.00,18.00,1.00,0.00,0.00,2500.00,0.00,T,3.00,1.00,0,9,1.00,500.00,Leisure,Lease,Others,Others,Car,no credit cards,1,1
H,0,1,61,999.00,0.00,2.00,0.00,1.00,2300.00,0.00,W,3.00,1.00,0,2,1.00,1800.00,"Radio, TV, Hifi",,German,Pensioner,Car,no credit cards,0,30
H,1,3,54,168.00,999.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,3,5,1.00,4000.00,Cars,Lease,German,Others,Car,Cheque card,0,30
H,0,1,41,36.00,24.00,2.00,0.00,0.00,0.00,1.00,G,1.00,1.00,1,0,0.00,1000.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,1,3,33,6.00,144.00,2.00,0.00,1.00,2500.00,0.00,V,1.00,1.00,2,7,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,2,4,31,84.00,39.00,2.00,0.00,0.00,3000.00,0.00,V,1.00,1.00,2,6,1.00,6000.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards,1,1
R,0,1,27,3.00,9.00,1.00,0.00,1.00,1500.00,0.00,U,1.00,1.00,1,6,1.00,1200.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
R,0,1,26,9.00,30.00,2.00,0.00,1.00,3300.00,0.00,U,1.00,1.00,2,4,1.00,7000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,American Express,1,1
H,2,4,33,36.00,36.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,0,0.00,1400.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,2,4,31,66.00,18.00,2.00,0.00,0.00,3100.00,0.00,V,1.00,1.00,2,8,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,29,9.00,21.00,2.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,4,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,0,1,23,24.00,54.00,2.00,0.00,0.00,2200.00,0.00,U,3.00,1.00,0,2,1.00,900.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards,1,1
R,1,2,30,18.00,18.00,2.00,0.00,0.00,1500.00,0.00,W,1.00,1.00,0,4,1.00,3000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,no credit cards,0,30
H,0,2,30,24.00,9.00,2.00,0.00,0.00,0.00,0.00,V,1.00,1.00,2,5,1.00,4000.00,"Furniture,Carpet",Lease,Others,Others,Car,Mastercard/Euroc,0,30
H,0,2,35,3.00,84.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,2,1.00,1000.00,"Furniture,Carpet",Lease,Others,Others,Without Vehicle,Cheque card,0,30
H,1,2,45,15.00,12.00,2.00,0.00,1.00,1900.00,0.00,U,1.00,1.00,1,4,1.00,1600.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,0,1,26,6.00,0.00,2.00,0.00,1.00,1900.00,1.00,U,1.00,1.00,1,4,1.00,800.00,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,Cheque card,0,30
H,0,2,61,24.00,33.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,4,1.00,700.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards,0,30
R,1,3,51,168.00,288.00,2.00,0.00,0.00,4000.00,0.00,V,1.00,1.00,1,5,1.00,4000.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards,0,30
H,2,4,45,54.00,84.00,2.00,0.00,1.00,4000.00,0.00,V,3.00,1.00,0,9,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,0,2,30,21.00,96.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,4000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,Cheque card,0,30
H,0,1,25,12.00,6.00,2.00,0.00,0.00,1800.00,0.00,U,3.00,1.00,0,3,1.00,4000.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
H,1,3,24,24.00,3.00,2.00,0.00,1.00,4000.00,1.00,V,1.00,1.00,1,2,1.00,4000.00,"Furniture,Carpet",Owner,German,"Food,Building,Ca",Without Vehicle,Cheque card,1,1
R,0,1,69,9.00,72.00,2.00,0.00,0.00,1500.00,0.00,W,3.00,1.00,0,5,1.00,4000.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
H,1,3,56,192.00,288.00,2.00,0.00,1.00,2500.00,0.00,V,3.00,1.00,0,3,1.00,4000.00,"Furniture,Carpet",,Turkish,Others,Car,no credit cards,0,30
H,0,2,28,3.00,12.00,2.00,0.00,0.00,0.00,0.00,V,1.00,1.00,0,4,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Mastercard/Euroc,0,30
H,1,3,37,96.00,21.00,2.00,0.00,1.00,3300.00,0.00,V,1.00,1.00,2,7,1.00,1900.00,"Furniture,Carpet",Lease,Others,Others,Car,no credit cards,0,30
R,2,3,29,30.00,15.00,2.00,0.00,0.00,1500.00,0.00,W,1.00,1.00,0,2,1.00,800.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,1,23,288.00,21.00,2.00,0.00,1.00,2800.00,0.00,U,1.00,1.00,4,6,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,3,5,50,168.00,168.00,2.00,0.00,0.00,4000.00,0.00,V,1.00,1.00,2,2,1.00,1000.00,"Dept. Store,Mail",,German,Chemical Industr,Car,no credit cards,1,1
R,1,2,40,96.00,288.00,2.00,0.00,1.00,2700.00,0.00,G,1.00,1.00,4,0,0.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,0,1,45,48.00,48.00,2.00,0.00,1.00,0.00,1.00,U,1.00,1.00,5,2,1.00,1000.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,1,1
H,1,3,38,6.00,6.00,2.00,0.00,0.00,1500.00,0.00,V,1.00,1.00,1,2,1.00,1300.00,"Radio, TV, Hifi",Lease,Greek,"Sea Vojage, Gast",Car,no credit cards,0,30
H,1,2,27,144.00,9.00,2.00,0.00,0.00,2100.00,0.00,U,3.00,1.00,0,4,1.00,5000.00,"Furniture,Carpet",Lease,Greek,Others,Car,no credit cards,0,30
